2026-06-12T10:48:13.416457815Z I0612 10:48:13.416223       1 options.go:263] external host was not specified, using 10.115.252.95
2026-06-12T10:48:13.982075847Z W0612 10:48:13.981995       1 logging.go:55] [core] [Channel #247 SubChannel #248]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:2379", ServerName: "127.0.0.1:2379", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: authentication handshake failed: context canceled"
2026-06-12T10:48:13.986197434Z W0612 10:48:13.986113       1 logging.go:55] [core] [Channel #251 SubChannel #252]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:2379", ServerName: "127.0.0.1:2379", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:2379: operation was canceled"
2026-06-12T10:48:13.999544176Z I0612 10:48:13.999457       1 handler.go:304] Adding GroupVersion authentication.k8s.io v1 to ResourceManager
2026-06-12T10:48:13.999555771Z W0612 10:48:13.999486       1 genericapiserver.go:787] Skipping API authentication.k8s.io/v1beta1 because it has no resources.
2026-06-12T10:48:13.999558704Z W0612 10:48:13.999494       1 genericapiserver.go:787] Skipping API authentication.k8s.io/v1alpha1 because it has no resources.
2026-06-12T10:48:14.000223396Z I0612 10:48:14.000115       1 handler.go:304] Adding GroupVersion authorization.k8s.io v1 to ResourceManager
2026-06-12T10:48:14.000236926Z W0612 10:48:14.000128       1 genericapiserver.go:787] Skipping API authorization.k8s.io/v1beta1 because it has no resources.
2026-06-12T10:48:14.001335116Z I0612 10:48:14.001218       1 handler.go:304] Adding GroupVersion autoscaling v2 to ResourceManager
2026-06-12T10:48:14.002314609Z I0612 10:48:14.002205       1 handler.go:304] Adding GroupVersion autoscaling v1 to ResourceManager
2026-06-12T10:48:14.002325586Z W0612 10:48:14.002217       1 genericapiserver.go:787] Skipping API autoscaling/v2beta1 because it has no resources.
2026-06-12T10:48:14.002328304Z W0612 10:48:14.002235       1 genericapiserver.go:787] Skipping API autoscaling/v2beta2 because it has no resources.
2026-06-12T10:48:14.004016705Z I0612 10:48:14.003913       1 handler.go:304] Adding GroupVersion batch v1 to ResourceManager
2026-06-12T10:48:14.004028113Z W0612 10:48:14.003929       1 genericapiserver.go:787] Skipping API batch/v1beta1 because it has no resources.
2026-06-12T10:48:14.004966195Z I0612 10:48:14.004866       1 handler.go:304] Adding GroupVersion certificates.k8s.io v1 to ResourceManager
2026-06-12T10:48:14.004977190Z W0612 10:48:14.004879       1 genericapiserver.go:787] Skipping API certificates.k8s.io/v1beta1 because it has no resources.
2026-06-12T10:48:14.004979798Z W0612 10:48:14.004885       1 genericapiserver.go:787] Skipping API certificates.k8s.io/v1alpha1 because it has no resources.
2026-06-12T10:48:14.005619242Z I0612 10:48:14.005516       1 handler.go:304] Adding GroupVersion coordination.k8s.io v1 to ResourceManager
2026-06-12T10:48:14.005626480Z W0612 10:48:14.005527       1 genericapiserver.go:787] Skipping API coordination.k8s.io/v1beta1 because it has no resources.
2026-06-12T10:48:14.005629167Z W0612 10:48:14.005532       1 genericapiserver.go:787] Skipping API coordination.k8s.io/v1alpha2 because it has no resources.
2026-06-12T10:48:14.006350374Z I0612 10:48:14.006245       1 handler.go:304] Adding GroupVersion discovery.k8s.io v1 to ResourceManager
2026-06-12T10:48:14.006360826Z W0612 10:48:14.006257       1 genericapiserver.go:787] Skipping API discovery.k8s.io/v1beta1 because it has no resources.
2026-06-12T10:48:14.009177615Z I0612 10:48:14.009057       1 handler.go:304] Adding GroupVersion networking.k8s.io v1 to ResourceManager
2026-06-12T10:48:14.009188528Z W0612 10:48:14.009070       1 genericapiserver.go:787] Skipping API networking.k8s.io/v1beta1 because it has no resources.
2026-06-12T10:48:14.009754935Z I0612 10:48:14.009649       1 handler.go:304] Adding GroupVersion node.k8s.io v1 to ResourceManager
2026-06-12T10:48:14.009762035Z W0612 10:48:14.009660       1 genericapiserver.go:787] Skipping API node.k8s.io/v1beta1 because it has no resources.
2026-06-12T10:48:14.009773607Z W0612 10:48:14.009665       1 genericapiserver.go:787] Skipping API node.k8s.io/v1alpha1 because it has no resources.
2026-06-12T10:48:14.010678351Z I0612 10:48:14.010572       1 handler.go:304] Adding GroupVersion policy v1 to ResourceManager
2026-06-12T10:48:14.010689074Z W0612 10:48:14.010583       1 genericapiserver.go:787] Skipping API policy/v1beta1 because it has no resources.
2026-06-12T10:48:14.012731612Z I0612 10:48:14.012603       1 handler.go:304] Adding GroupVersion rbac.authorization.k8s.io v1 to ResourceManager
2026-06-12T10:48:14.012744810Z W0612 10:48:14.012614       1 genericapiserver.go:787] Skipping API rbac.authorization.k8s.io/v1beta1 because it has no resources.
2026-06-12T10:48:14.012747932Z W0612 10:48:14.012620       1 genericapiserver.go:787] Skipping API rbac.authorization.k8s.io/v1alpha1 because it has no resources.
2026-06-12T10:48:14.013375324Z I0612 10:48:14.013270       1 handler.go:304] Adding GroupVersion scheduling.k8s.io v1 to ResourceManager
2026-06-12T10:48:14.013386486Z W0612 10:48:14.013281       1 genericapiserver.go:787] Skipping API scheduling.k8s.io/v1beta1 because it has no resources.
2026-06-12T10:48:14.013389006Z W0612 10:48:14.013298       1 genericapiserver.go:787] Skipping API scheduling.k8s.io/v1alpha1 because it has no resources.
2026-06-12T10:48:14.016260295Z I0612 10:48:14.016145       1 handler.go:304] Adding GroupVersion storage.k8s.io v1 to ResourceManager
2026-06-12T10:48:14.016274000Z W0612 10:48:14.016171       1 genericapiserver.go:787] Skipping API storage.k8s.io/v1beta1 because it has no resources.
2026-06-12T10:48:14.016276700Z W0612 10:48:14.016176       1 genericapiserver.go:787] Skipping API storage.k8s.io/v1alpha1 because it has no resources.
2026-06-12T10:48:14.017816282Z I0612 10:48:14.017698       1 handler.go:304] Adding GroupVersion flowcontrol.apiserver.k8s.io v1 to ResourceManager
2026-06-12T10:48:14.017827721Z W0612 10:48:14.017723       1 genericapiserver.go:787] Skipping API flowcontrol.apiserver.k8s.io/v1beta3 because it has no resources.
2026-06-12T10:48:14.017830316Z W0612 10:48:14.017740       1 genericapiserver.go:787] Skipping API flowcontrol.apiserver.k8s.io/v1beta2 because it has no resources.
2026-06-12T10:48:14.017832864Z W0612 10:48:14.017745       1 genericapiserver.go:787] Skipping API flowcontrol.apiserver.k8s.io/v1beta1 because it has no resources.
2026-06-12T10:48:14.022207615Z I0612 10:48:14.022101       1 handler.go:304] Adding GroupVersion apps v1 to ResourceManager
2026-06-12T10:48:14.022218779Z W0612 10:48:14.022114       1 genericapiserver.go:787] Skipping API apps/v1beta2 because it has no resources.
2026-06-12T10:48:14.022221355Z W0612 10:48:14.022132       1 genericapiserver.go:787] Skipping API apps/v1beta1 because it has no resources.
2026-06-12T10:48:14.024502269Z I0612 10:48:14.024388       1 handler.go:304] Adding GroupVersion admissionregistration.k8s.io v1 to ResourceManager
2026-06-12T10:48:14.024513568Z W0612 10:48:14.024400       1 genericapiserver.go:787] Skipping API admissionregistration.k8s.io/v1beta1 because it has no resources.
2026-06-12T10:48:14.024516180Z W0612 10:48:14.024418       1 genericapiserver.go:787] Skipping API admissionregistration.k8s.io/v1alpha1 because it has no resources.
2026-06-12T10:48:14.025267562Z I0612 10:48:14.025153       1 handler.go:304] Adding GroupVersion events.k8s.io v1 to ResourceManager
2026-06-12T10:48:14.025278559Z W0612 10:48:14.025164       1 genericapiserver.go:787] Skipping API events.k8s.io/v1beta1 because it has no resources.
2026-06-12T10:48:14.027483398Z I0612 10:48:14.027380       1 handler.go:304] Adding GroupVersion resource.k8s.io v1 to ResourceManager
2026-06-12T10:48:14.027494620Z W0612 10:48:14.027394       1 genericapiserver.go:787] Skipping API resource.k8s.io/v1beta2 because it has no resources.
2026-06-12T10:48:14.027504523Z W0612 10:48:14.027400       1 genericapiserver.go:787] Skipping API resource.k8s.io/v1beta1 because it has no resources.
2026-06-12T10:48:14.027507117Z W0612 10:48:14.027404       1 genericapiserver.go:787] Skipping API resource.k8s.io/v1alpha3 because it has no resources.
2026-06-12T10:48:14.029801788Z W0612 10:48:14.029728       1 logging.go:55] [core] [Channel #255 SubChannel #256]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:2379", ServerName: "127.0.0.1:2379", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:2379: operation was canceled"
2026-06-12T10:48:14.034459230Z I0612 10:48:14.034343       1 handler.go:304] Adding GroupVersion apiregistration.k8s.io v1 to ResourceManager
2026-06-12T10:48:14.034470217Z W0612 10:48:14.034370       1 genericapiserver.go:787] Skipping API apiregistration.k8s.io/v1beta1 because it has no resources.
2026-06-12T10:48:14.424059865Z I0612 10:48:14.423876       1 dynamic_cafile_content.go:161] "Starting controller" name="request-header::/var/lib/rancher/rke2/server/tls/request-header-ca.crt"
2026-06-12T10:48:14.424079974Z I0612 10:48:14.423876       1 dynamic_cafile_content.go:161] "Starting controller" name="client-ca-bundle::/var/lib/rancher/rke2/server/tls/client-ca.crt"
2026-06-12T10:48:14.424264512Z I0612 10:48:14.424140       1 dynamic_serving_content.go:135] "Starting controller" name="serving-cert::/var/lib/rancher/rke2/server/tls/serving-kube-apiserver.crt::/var/lib/rancher/rke2/server/tls/serving-kube-apiserver.key"
2026-06-12T10:48:14.424699766Z I0612 10:48:14.424560       1 secure_serving.go:211] Serving securely on [::]:6443
2026-06-12T10:48:14.424708003Z I0612 10:48:14.424654       1 aggregator.go:185] waiting for initial CRD sync...
2026-06-12T10:48:14.424710486Z I0612 10:48:14.424676       1 controller.go:78] Starting OpenAPI AggregationController
2026-06-12T10:48:14.424718342Z I0612 10:48:14.424704       1 local_available_controller.go:156] Starting LocalAvailability controller
2026-06-12T10:48:14.424724797Z I0612 10:48:14.424711       1 cache.go:32] Waiting for caches to sync for LocalAvailability controller
2026-06-12T10:48:14.424754316Z I0612 10:48:14.424727       1 gc_controller.go:85] "Starting apiserver lease garbage collector"
2026-06-12T10:48:14.424758065Z I0612 10:48:14.424734       1 crdregistration_controller.go:114] Starting crd-autoregister controller
2026-06-12T10:48:14.424760920Z I0612 10:48:14.424738       1 shared_informer.go:370] "Waiting for caches to sync"
2026-06-12T10:48:14.424778555Z I0612 10:48:14.424743       1 shared_informer.go:349] "Waiting for caches to sync" controller="crd-autoregister"
2026-06-12T10:48:14.424806345Z I0612 10:48:14.424730       1 tlsconfig.go:243] "Starting DynamicServingCertificateController"
2026-06-12T10:48:14.424818337Z I0612 10:48:14.424764       1 controller.go:113] "Deleting old lease on startup" lease="kube-system/apiserver-5gwgj7pmr46ruen6f466olbdaa"
2026-06-12T10:48:14.424830794Z I0612 10:48:14.424804       1 default_servicecidr_controller.go:110] Starting kubernetes-service-cidr-controller
2026-06-12T10:48:14.424833574Z I0612 10:48:14.424819       1 apf_controller.go:377] Starting API Priority and Fairness config controller
2026-06-12T10:48:14.424849473Z I0612 10:48:14.424822       1 shared_informer.go:349] "Waiting for caches to sync" controller="kubernetes-service-cidr-controller"
2026-06-12T10:48:14.424896882Z I0612 10:48:14.424859       1 system_namespaces_controller.go:66] Starting system namespaces controller
2026-06-12T10:48:14.425008730Z I0612 10:48:14.424884       1 cluster_authentication_trust_controller.go:459] Starting cluster_authentication_trust_controller controller
2026-06-12T10:48:14.425033166Z I0612 10:48:14.424889       1 controller.go:80] Starting OpenAPI V3 AggregationController
2026-06-12T10:48:14.425036039Z I0612 10:48:14.424903       1 shared_informer.go:370] "Waiting for caches to sync"
2026-06-12T10:48:14.425038381Z I0612 10:48:14.424912       1 controller.go:97] "Starting controller" name="encryption-provider-config-automatic-reload-controller"
2026-06-12T10:48:14.425042588Z I0612 10:48:14.424930       1 dynamic_cafile_content.go:161] "Starting controller" name="client-ca-bundle::/var/lib/rancher/rke2/server/tls/client-ca.crt"
2026-06-12T10:48:14.425045554Z I0612 10:48:14.424941       1 apiservice_controller.go:100] Starting APIServiceRegistrationController
2026-06-12T10:48:14.425048419Z I0612 10:48:14.424949       1 cache.go:32] Waiting for caches to sync for APIServiceRegistrationController controller
2026-06-12T10:48:14.425433149Z I0612 10:48:14.424992       1 remote_available_controller.go:425] Starting RemoteAvailability controller
2026-06-12T10:48:14.425441121Z I0612 10:48:14.425011       1 customresource_discovery_controller.go:294] Starting DiscoveryController
2026-06-12T10:48:14.425443947Z I0612 10:48:14.425014       1 dynamic_cafile_content.go:161] "Starting controller" name="request-header::/var/lib/rancher/rke2/server/tls/request-header-ca.crt"
2026-06-12T10:48:14.425446622Z I0612 10:48:14.425018       1 dynamic_serving_content.go:135] "Starting controller" name="aggregator-proxy-cert::/var/lib/rancher/rke2/server/tls/client-auth-proxy.crt::/var/lib/rancher/rke2/server/tls/client-auth-proxy.key"
2026-06-12T10:48:14.425449769Z I0612 10:48:14.425050       1 controller.go:142] Starting OpenAPI controller
2026-06-12T10:48:14.425452065Z I0612 10:48:14.425075       1 nonstructuralschema_controller.go:202] Starting NonStructuralSchemaConditionController
2026-06-12T10:48:14.425454791Z I0612 10:48:14.425086       1 apiapproval_controller.go:196] Starting KubernetesAPIApprovalPolicyConformantConditionController
2026-06-12T10:48:14.425457524Z I0612 10:48:14.425090       1 repairip.go:210] Starting ipallocator-repair-controller
2026-06-12T10:48:14.425459860Z I0612 10:48:14.425111       1 shared_informer.go:349] "Waiting for caches to sync" controller="ipallocator-repair-controller"
2026-06-12T10:48:14.425462061Z I0612 10:48:14.425114       1 controller.go:127] "Starting legacy_token_tracking_controller"
2026-06-12T10:48:14.425464332Z I0612 10:48:14.425120       1 controller.go:90] Starting OpenAPI V3 controller
2026-06-12T10:48:14.425466657Z I0612 10:48:14.425130       1 shared_informer.go:370] "Waiting for caches to sync"
2026-06-12T10:48:14.425468771Z I0612 10:48:14.425201       1 naming_controller.go:305] Starting NamingConditionController
2026-06-12T10:48:14.425470987Z I0612 10:48:14.425125       1 crd_finalizer.go:273] Starting CRDFinalizer
2026-06-12T10:48:14.425473318Z I0612 10:48:14.425014       1 cache.go:32] Waiting for caches to sync for RemoteAvailability controller
2026-06-12T10:48:14.454563744Z I0612 10:48:14.454469       1 shared_informer.go:377] "Caches are synced"
2026-06-12T10:48:14.454595519Z I0612 10:48:14.454490       1 policy_source.go:248] refreshing policies
2026-06-12T10:48:14.482977453Z I0612 10:48:14.482842       1 cidrallocator.go:302] created ClusterIP allocator for Service CIDR 10.53.0.0/16
2026-06-12T10:48:14.489124392Z I0612 10:48:14.489010       1 policy_source.go:248] refreshing policies
2026-06-12T10:48:14.524930459Z I0612 10:48:14.524800       1 shared_informer.go:377] "Caches are synced"
2026-06-12T10:48:14.524954729Z I0612 10:48:14.524815       1 cache.go:39] Caches are synced for LocalAvailability controller
2026-06-12T10:48:14.525084381Z I0612 10:48:14.525038       1 apf_controller.go:382] Running API Priority and Fairness config worker
2026-06-12T10:48:14.525113822Z I0612 10:48:14.525054       1 apf_controller.go:385] Running API Priority and Fairness periodic rebalancing process
2026-06-12T10:48:14.525116862Z I0612 10:48:14.525053       1 shared_informer.go:377] "Caches are synced"
2026-06-12T10:48:14.525247796Z I0612 10:48:14.525159       1 shared_informer.go:356] "Caches are synced" controller="kubernetes-service-cidr-controller"
2026-06-12T10:48:14.525277727Z I0612 10:48:14.525240       1 cache.go:39] Caches are synced for APIServiceRegistrationController controller
2026-06-12T10:48:14.525331951Z I0612 10:48:14.525275       1 cache.go:39] Caches are synced for RemoteAvailability controller
2026-06-12T10:48:14.525370420Z I0612 10:48:14.525345       1 shared_informer.go:356] "Caches are synced" controller="ipallocator-repair-controller"
2026-06-12T10:48:14.525935407Z I0612 10:48:14.525879       1 shared_informer.go:377] "Caches are synced"
2026-06-12T10:48:14.545970280Z I0612 10:48:14.545828       1 controller.go:667] quota admission added evaluator for: leases.coordination.k8s.io
2026-06-12T10:48:14.548868966Z I0612 10:48:14.548699       1 shared_informer.go:356] "Caches are synced" controller="node_authorizer"
2026-06-12T10:48:14.575365297Z I0612 10:48:14.575188       1 handler_discovery.go:451] Starting ResourceDiscoveryManager
2026-06-12T10:48:14.585412046Z I0612 10:48:14.585322       1 handler.go:304] Adding GroupVersion subresources.kubevirt.io v1alpha3 to ResourceManager
2026-06-12T10:48:14.585868792Z I0612 10:48:14.585796       1 handler.go:304] Adding GroupVersion subresources.kubevirt.io v1 to ResourceManager
